"","x"
"11315","M Bernard"
"11316","M Tellez"
"11317","M Benedek"
"11318","E Volle"
"11319","S Binau"
"11320","R Melnick"
"11321","J Abecassis"
"11322","M Bohn"
"11323","J Boland"
"11324","A Bower"
"11325","W Batchelder"
"11326","J Bruening"
"11327","M Muckstein"
"11328","D Manzey"
"11329","F Carcassi"
"11330","S Steinert-Threlkeld"
"11331","N Hermalin"
"11332","J Ceballos"
"11333","C Prat"
"11334","R Cheung"
"11335","C Hartley"
"11336","E Brown"
"11337","S Chopra"
"11338","D Lovallo"
"11339","T Delgado"
"11340","C Dideriksen"
"11341","M Do"
"11342","B Eva"
"11343","R Junior"
"11344","T Flanagan"
"11345","S Floyd"
"11346","N Gallagher"
"11347","G BODENHAUSEN"
"11348","T Toppino"
"11349","S Mazza"
"11350","O Giles"
"11351","G Markkula"
"11352","J Pekkanen"
"11353","N Yokota"
"11354","N Matsunaga"
"11355","N Merat"
"11356","T Daimon"
"11357","D Guilbeault"
"11358","D Centola"
"11359","M Gutierrez"
"11360","J Cerny"
"11361","E Aharonov-Majar"
"11362","B Bosansky"
"11363","C Kiekintveld"
"11364","Y Bisk"
"11365","Y Belinkov"
"11366","J Pierce"
"11367","M Sano"
"11368","A Hernandez"
"11369","J Traer"
"11370","I Hubert"
"11371","E Hurwitz"
"11372","N Ichien"
"11373","S Jaramillo"
"11374","T Jayram"
"11375","Y Bouhadjar"
"11376","T Kornuta"
"11377","R Macavoy"
"11378","A Asseman"
"11379","A Ozcan"
"11380","A Jean"
"11381","M Rodrigues"
"11382","A Kadambi"
"11383","F Karaman"
"11384","J Hay"
"11385","H Raz"
"11386","K Kashiwadate"
"11387","J Kauttonen"
"11388","A Gaby"
"11389","M Ketola"
"11390","Y Khoe"
"11391","L Yazzolino"
"11392","B Aheimer"
"11393","V Manrara"
"11394","C Koluman"
"11395","C Child"
"11396","D Kontogiorgos"
"11397","G Skantze"
"11398","J Gustafson"
"11399","L Lamanna"
"11400","E Guzman"
"11401","C Plante"
"11402","S Reysen"
"11403","K Gerbasi"
"11404","E Fein"
"11405","W Lai"
"11406","M Baroni"
"11407","N Larsen"
"11408","V Venkadasalam"
"11409","O Lavi-Rotbain"
"11410","E Lambert"
"11411","A Leung"
"11412","A Tunkel"
"11413","W Jiao"
"11414","W Kool"
"11415","Z Chai"
"11416","E Vogel"
"11417","E Ludwin-Peery"
"11418","M Luo"
"11419","G Schneider"
"11420","B Demiray"
"11421","M Luthra"
"11422","M Li"
"11423","H You"
"11424","R Steiner"
"11425","M Mak"
"11426","M Makwana"
"11427","B Boity"
"11428","P Chandran"
"11429","A Sirnoorkar"
"11430","M Maldonado"
"11431","M Davis"
"11432","T Cameron-Faulkner"
"11433","S Beale"
"11434","I Nirenburg"
"11435","S Mehrotra"
"11436","G Melnik"
"11437","S Peperkamp"
"11438","P Mirabile"
"11439","O Miske"
"11440","N Schweitzer"
"11441","J Ngo"
"11442","K Celik"
"11443","N Nakagawa"
"11444","J Ongchoco"
"11445","N Perri"
"11446","V Fantasia"
"11447","C Simone"
"11448","G Valeri"
"11449","A Fries"
"11450","M So"
"11451","D Brand"
"11452","K Rawlins"
"11453","H Ritz"
"11454","Y Oseki"
"11455","J Fagot"
"11456","N Claidiere"
"11457","C Annand"
"11458","K Guo"
"11459","S Schroer"
"11460","T Jastrzembski"
"11461","S Martinez"
"11462","M Hirashima"
"11463","S Skalicky"
"11464","J Sloane"
"11465","M Spitzer"
"11466","L Straub"
"11467","P Schmid"
"11468","L Camp"
"11469","K Thornton"
"11470","A Wilson"
"11471","M Pitcher"
"11472","N Collignon"
"11473","Y Do"
"11474","N Cruzado"
"11475","A Tompary"
"11476","C Toro-Serey"
"11477","I Bright"
"11478","T Sinha"
"11479","S Trott"
"11480","I Goswami"
"11481","C Marshall"
"11482","I Milan-Maillo"
"11483","S Villata"
"11484","J Sprouse"
"11485","J Wehry"
"11486","R Laconi"
"11487","E Wilcox"
"11488","M Wolf"
"11489","C Rowland"
"11490","K Gerbaulet"
"11491","A Xu"
"11492","I Geddes"
"11493","C Weider"
"11494","E Alexandrov"
"11495","E Bennette"
"11496","L Walasek"
"11497","A Coady"
"11498","X Ye"
"11499","K Zia"
"11500","A Ferscha"
"11501","D Trendafilov"
"11502","C Zhou"
"11503","J Adrian"
"11504","F Haist"
"11505","N Akshoomoff"
"11506","S Siddharth"
"11507","Z Baquar"
"11508","T Jung"
"11509","M Agrawal"
"11510","N Celis"
"11511","S Diaz"
"11512","R Andrews"
"11513","C Landolt"
"11514","C Griesmer"
"11515","D Balota"
"11516","C Babadimas"
"11517","C Boras"
"11518","N Rendoulis"
"11519","C Cui"
"11520","J Behrens"
"11521","J Robertson"
"11522","V Benedettini"
"11523","P Bertinetto"
"11524","D Endres"
"11525","R Blything"
"11526","C Ludwig"
"11527","J LaSalle"
"11528","P Lute"
"11529","C Brousse"
"11530","C Mijares"
"11531","E Brockbank"
"11532","T Brooke-Wilson"
"11533","J Rosenfeld"
"11534","M Cerrato"
"11535","E Arnaudo"
"11536","K Chan"
"11537","L Chia"
"11538","S Cowling"
"11539","M Mei"
"11540","C Hickey"
"11541","M Grados"
"11542","B Wooster"
"11543","A Curtis"
"11544","A Lavric"
"11545","T Colin"
"11546","S Corbin"
"11547","G Patil"
"11548","M Courtland"
"11549","A Davani"
"11550","M Reyes"
"11551","L Yeh"
"11552","A Cwiek"
"11553","S Fuchs"
"11554","P Paz-Alonso"
"11555","E Yee"
"11556","M Luca"
"11557","A Rooij"
"11558","M Dekker"
"11559","A Delahay"
"11560","J Denby"
"11561","N Diana"
"11562","G Dietz"
"11563","J Landay"
"11564","V Djokic"
"11565","J Maillard"
"11566","L Bulat"
"11567","K Dolguikh"
"11568","T Tracey"
"11569","S Doukianou"
"11570","D Daylamani-Zad"
"11571","P Lameras"
"11572","I Dunwell"
"11573","M Dubova"
"11574","A Moskvichev"
"11575","S Dundar-Coecke"
"11576","A Dymarska"
"11577","B Banks"
"11578","R Ebo"
"11579","S Qi"
"11580","L Fell"
"11581","S Dehdashti"
"11582","C Moreira"
"11583","E Felsche"
"11584","P Stevens"
"11585","C Voelter"
"11586","A Seed"
"11587","L Stoner"
"11588","M Forbes"
"11589","A Holtzman"
"11590","S Regan"
"11591","E Gale"
"11592","N Martin"
"11593","A Nguyen"
"11594","A Heifetz"
"11595","M Gill"
"11596","E Olenina"
"11597","R Gong"
"11598","G Valiant"
"11599","T Halbherr"
"11600","H Lehner"
"11601","A Lawn"
"11602","M Kaps"
"11603","R Heaton"
"11604","P Henne"
"11605","F DeBrigard"
"11606","A Hickey"
"11607","E Hayiou-Thomas"
"11608","C Ryali"
"11609","J Guan"
"11610","S Humsani"
"11611","B Ishkhanyan"
"11612","A Hojen"
"11613","C Johansson"
"11614","Y Jain"
"11615","H Kucwaj"
"11616","P McNally"
"11617","E Keebler"
"11618","D Keijser"
"11619","L Gelderloos"
"11620","D King"
"11621","X Pitkow"
"11622","A Aguero"
"11623","N Wolfe"
"11624","V Klar"
"11625","T Kerbaj"
"11626","M Gluck"
"11627","A Liaw"
"11628","H Copp"
"11629","B Breyer"
"11630","S Liew"
"11631","L Lim"
"11632","G Lima"
"11633","F Rocha"
"11634","A Toth"
"11635","F Karaca"
"11636","G Loukatou"
"11637","M Normand"
"11638","J Loula"
"11639","T Silver"
"11640","G Wu"
"11641","T Lu"
"11642","J Rueckl"
"11643","P Allopenna"
"11644","H Nam"
"11645","M Escabi"
"11646","N Monto"
"11647","K Mahmoodi"
"11648","E Mamus"
"11649","W Mannering"
"11650","Y Mao"
"11651","K Abels"
"11652","D Adger"
"11653","D Martinez"
"11654","A Tseng"
"11655","M Mislevy-Hughes"
"11656","K Matsumoto"
"11657","F Shibata"
"11658","A Kimura"
"11659","K May"
"11660","U Johnson"
"11661","J Montroy"
"11662","J Mazara"
"11663","S Stoll"
"11664","M Messerli"
"11665","A Phillips"
"11666","J Millet"
"11667","N Jurov"
"11668","D Mo"
"11669","F Mohnert"
"11670","R Tikhonov"
"11671","K Mukherjee"
"11672","A Bizyaeva"
"11673","S Agaron"
"11674","N Leonard"
"11675","M Mylopoulos"
"11676","K Neergaard"
"11677","J Britton"
"11678","A Nibijiang"
"11679","S Mukhopadhyay"
"11680","S Saeidi"
"11681","R Gudishala"
"11682","G Nidd"
"11683","K Norton"
"11684","K Nussenbaum"
"11685","A Iannuzziello"
"11686","G Saxe"
"11687","T Ober"
"11688","G Ozbal"
"11689","d pighin"
"11690","D Palencia"
"11691","D Parker"
"11692","A An"
"11693","I Patalas"
"11694","R Almeida"
"11695","M Payton"
"11696","J Poeppel"
"11697","G Puebla"
"11698","P Qian"
"11699","M Quinn"
"11700","K Campbell"
"11701","C Nakos"
"11702","A Rett"
"11703","W Zou"
"11704","D Laughery"
"11705","W Ross"
"11706","M Rounds"
"11707","K Saito"
"11708","K Sale"
"11709","D Saratsli"
"11710","S Bartell"
"11711","M Scharfe"
"11712","N Russwinkel"
"11713","B Scheer"
"11714","F Renteria"
"11715","R Scheurich"
"11716","A Zamm"
"11717","B Mathias"
"11718","E Schille-Hudson"
"11719","D Miniard"
"11720","S Attari"
"11721","L Bertram"
"11722","S Schuster"
"11723","E Yamamoto"
"11724","S Miyahara"
"11725","Y Minagawa"
"11726","C Shackell"
"11727","M Catasta"
"11728","M Hauswirth"
"11729","A Lenarsky"
"11730","R Sanchez"
"11731","J Wilson"
"11732","K Houghton"
"11733","D Westerman"
"11734","V Haase"
"11735","E Stansbury"
"11736","E Stewart"
"11737","F Bjorklund"
"11738","Z Sun"
"11739","R Zemel"
"11740","S Tal"
"11741","Z Tan"
"11742","R Hirayama"
"11743","S Tekiroglu"
"11744","M Bekke"
"11745","E Unal"
"11746","K Gu"
"11747","W Kuperus"
"11748","M Charest"
"11749","F Trecca"
"11750","A Tsui"
"11751","C Fennell"
"11752","E Kosoy"
"11753","A Soltani"
"11754","A Varhol"
"11755","M Koenig"
"11756","C Thiel"
"11757","S Rosemann"
"11758","J Rieger"
"11759","E Ruigendijk"
"11760","S Wagner"
"11761","J Weber"
"11762","G Wiedemann"
"11763","E Wharton-Shukster"
"11764","B Spector"
"11765","C Wong"
"11766","K Elllis"
"11767","M Sable-Meyer"
"11768","E Wong"
"11769","G Schauer"
"11770","P Gordon"
"11771","D Giovanni"
"11772","R Singh"
"11773","O Yalcin"
"11774","M Razavi"
"11775","X Yang"
"11776","J Langfus"
"11777","Y Petrova"
"11778","P Tang"
"11779","O Abramov"
"11780","K Rohlfing"
"11781","F Kern"
"11782","U Mertens"
"11783","A Nemeth"
"11784","J Abrossimoff"
"11785","A Pitti"
"11786","P Gaussier"
"11787","A Fojo"
"11788","M Macedo"
"11789","A Leon"
"11790","M Meliande"
"11791","G Touron"
"11792","Y Rodriguez"
"11793","M Akrenius"
"11794","L Alamy"
"11795","T Krishnamurti"
"11796","S An"
"11797","R Bates"
"11798","J Hammock"
"11799","E Weigel"
"11800","C Antal"
"11801","C Wingfield"
"11802","H Harner"
"11803","R Canale"
"11804","G Loewenstein"
"11805","S Cantarutti"
"11806","C Kwok"
"11807","H Sutherland"
"11808","D Raggi"
"11809","A Stockdill"
"11810","K Chu"
"11811","Z Liu"
"11812","F Mobayyen"
"11813","E Kehayia"
"11814","V Nair"
"11815","G Schwartz"
"11816","P Detraz"
"11817","X Hinaut"
"11818","S Drouin"
"11819","M Kersten-Oertel"
"11820","L Collins"
"11821","P Agrawal"
"11822","D Pathak"
"11823","A Efros"
"11824","M Pocsai"
"11825","D Calkosz"
"11826","N Williams"
"11827","A Flores"
"11828","C LaPlace"
"11829","C Garrido"
"11830","C Gutierrez"
"11831","G Soto"
"11832","P Gianferrara"
"11833","M Kesteren"
"11834","M Meeter"
"11835","L Szymanski"
"11836","A Robins"
"11837","J Goulet-Pelletier"
"11838","M Hardy"
"11839","S Herff"
"11840","N Rashid"
"11841","K Hodges"
"11842","A Huot"
"11843","H Abdelaal"
"11844","J Oxer"
"11845","P Hoyte"
"11846","Y Du"
"11847","M Hunte"
"11848","C Barron"
"11849","J Sinclair"
"11850","M Vincett"
"11851","E Jang"
"11852","R Ishikawa"
"11853","K Sasaki"
"11854","S Ayabe-Kanamura"
"11855","J Izawa"
"11856","M Dudczig"
"11857","P Klimant"
"11858","A Jha"
"11859","S Agarwal"
"11860","Y Jiang"
"11861","K Ostrow"
"11862","P Inventado"
"11863","P Scupelli"
"11864","V Hirvola"
"11865","I Killeen"
"11866","J Klafka"
"11867","M Yamada"
"11868","G Krieger"
"11869","M Ociepka"
"11870","A Malik"
"11871","H Yokono"
"11872","Y Asao"
"11873","T Kanamaru"
"11874","T Tagawa"
"11875","G Clark"
"11876","J Rispens"
"11877","J Lum"
"11878","Y Yin"
"11879","W Hao"
"11880","M Zrada"
"11881","E Swanson"
"11882","E Carrella"
"11883","N Payette"
"11884","A Student"
"11885","K Whissell-Turner"
"11886","I Avaca"
"11887","N Hallinen"
"11888","K Minami"
"11889","K Misra"
"11890","H Devarapalli"
"11891","J Rayz"
"11892","A Mitra"
"11893","D Mussack"
"11894","M Nikolic"
"11895","S Ning"
"11896","W Campoli"
"11897","J Nurnberger-Haag"
"11898","Y Matsubayashi"
"11899","M Osowiecka"
"11900","A Kolanczyk"
"11901","R Sterczynski"
"11902","K Ota"
"11903","M Pelgrim"
"11904","E Tecwyn"
"11905","J Espinosa"
"11906","S Marton"
"11907","G Penagos"
"11908","L Archibald"
"11909","R Pieternella"
"11910","R Sonier"
"11911","D Guitard"
"11912","G Prasad"
"11913","K Preuss"
"11914","R Ralston"
"11915","R Diaz"
"11916","E Richardson"
"11917","L Rosales"
"11918","j ryland"
"11919","D Sabinasz"
"11920","A Achimova"
"11921","C Stegemann"
"11922","F Yanez"
"11923","C Semenzin"
"11924","K Shabahang"
"11925","k sharma"
"11926","S Bhandarkar"
"11927","K Shastri"
"11928","J Boger"
"11929","P Flora"
"11930","A Astell"
"11931","A Nedlund"
"11932","K Karjalainen"
"11933","A Maki-Petaja-Leinonen"
"11934","L Nygard"
"11935","A SHIMOJO"
"11936","G Shinde"
"11937","K Mitsopoulos"
"11938","A Stendel"
"11939","M Morris"
"11940","A Stockel"
"11941","M Takahashi"
"11942","M Ishikawa"
"11943","K Thoft"
"11944","N Gierasimczuk"
"11945","G Hampton"
"11946","M Tovee"
"11947","N Robinson"
"11948","s vatsavayi"
"11949","K Vemuri"
"11950","S Vieira"
"11951","J Delmoral"
"11952","V Gattol"
"11953","C Fernandes"
"11954","M Parente"
"11955","A Fernandes"
"11956","M Vollberg"
"11957","M Cikara"
"11958","o vuculescu"
"11959","A Amidi"
"11960","N Christenfeld"
"11961","M Jarrett"
"11962","A Comblain"
"11963","B Ong"
"11964","S Kleinberg"
"11965","M Garcia-Ruiz"
"11966","J An"
"11967","N Zeigler"
"11968","D Tsitsopoulos"
"11969","I Karageorgiou"
"11970","E Arnold"
"11971","M Ash"
"11972","K Bainbridge"
"11973","B Batzloff"
"11974","P Baxter"
"11975","R Goertz"
"11976","L Ansteeg"
"11977","J Ring"
"11978","M Hurk"
"11979","M Droop"
"11980","T Dijkstra"
"11981","F Leone"
"11982","M Becker"
"11983","T Sommer"
"11984","S Kuhn"
"11985","A Bellemare"
"11986","Y Harel"
"11987","J Besle"
"11988","A Dietrich"
"11989","J Berry"
"11990","E Ozel"
"11991","d bhatia"
"11992","P Spataro"
"11993","L Bianchi"
"11994","K Newton"
"11995","M Bornstein"
"11996","R DiDomenica"
"11997","N Christidis"
"11998","M Aziz"
"11999","C Kueny"
"12000","M Jordan"
"12001","R Cannistraci"
"12002","Y Kisa"
"12003","F Shaw"
"12004","S Liang"
"12005","H Chiu"
"12006","C Chesebrough"
"12007","R Eng"
"12008","J Cho"
"12009","M Sung"
"12010","K Nam"
"12011","H Jeon"
"12012","B Conway-Smith"
"12013","C Cuskley"
"12014","M LoParco"
"12015","P S"
"12016","R Denga"
"12017","V DiRubba"
"12018","T Anderson"
"12019","N Desai"
"12020","S Redfern"
"12021","V Dwivedi"
"12022","M Ebrahimpour"
"12023","M Ekramnia"
"12024","G Dehaene"
"12025","P Elie"
"12026","N Gaelle"
"12027","M Elena"
"12028","A CAMPAGNE"
"12029","P Felsman"
"12030","S Gunawardena"
"12031","C Seifert"
"12032","C Fenerci"
"12033","S Sheldon"
"12034","J Feng"
"12035","L Shuai"
"12036","C Pollard"
"12037","C Agard"
"12038","L Saldivia"
"12039","E Goodwin"
"12040","K Sinha"
"12041","D Goyal"
"12042","D Jagadale"
"12043","A Grandison"
"12044","M Franjieh"
"12045","G Corbett"
"12046","E Greve"
"12047","E Reid"
"12048","S Chan"
"12049","A Dehgan"
"12050","A Saive"
"12051","C He"
"12052","B Hemmatian"
"12053","K Cheuk"
"12054","T Huang"
"12055","A Co."
"12056","K Hubert"
"12057","t ivancovsky"
"12058","M Bar"
"12059","C Jacial"
"12060","C Joanis"
"12061","E Pierce"
"12062","C Juneau"
"12063","L Waroquier"
"12064","M Dambrun"
"12065","C Richards"
"12066","C Oranc"
"12067","S Koskulu"
"12068","Y Kang"
"12069","N Arora"
"12070","N Arinkin"
"12071","L Zaidelman"
"12072","A Zinina"
"12073","S Croom"
"12074","P Kuo"
"12075","M Liu"
"12076","V Lall"
"12077","G Malkomes"
"12078","C Francesco"
"12079","B Leahy"
"12080","H Jang"
"12081","M Arjmandi"
"12082","L Acerbi"
"12083","K Ren"
"12084","N Lobo"
"12085","J Lovelett"
"12086","T Rickard"
"12087","K Corker"
"12088","S Maass"
"12089","N Mahanta"
"12090","E Gorlin"
"12091","A Masumi"
"12092","H Matheson"
"12093","A LePage"
"12094","M Sargent"
"12095","L Cronin-Golomb"
"12096","P Bauer"
"12097","R Ohmori"
"12098","S Shiraishi"
"12099","Y Ishikawa"
"12100","F Filimon"
"12101","Y NINOMIYA"
"12102","K Nomura"
"12103","Y Yotsumoto"
"12104","S Kumano"
"12105","H O'Donnell"
"12106","E Oduniyi"
"12107","R Manweiler"
"12108","J Brumberg"
"12109","M Ogren"
"12110","P Popp"
"12111","J Gullifer"
"12112","N Vingron"
"12113","V Whitford"
"12114","D Friesen"
"12115","D Jared"
"12116","B Mizik"
"12117","L Pissani"
"12118","K Matsuki"
"12119","M Raden"
"12120","M Manavalan"
"12121","J Hoffman"
"12122","T Roeske"
"12123","O Tchernichovski"
"12124","C Rosemberg"
"12125","F Alam"
"12126","L Garber"
"12127","A Stein"
"12128","M Migdalek"
"12129","A Rosner"
"12130","I Basieva"
"12131","A Gloeckner"
"12132","A Khrennikov"
"12133","T Sainburg"
"12134","M Thielk"
"12135","D Sandra"
"12136","J Olson"
"12137","D Chmoulevitch"
"12138","A Raz"
"12139","S Veissiere"
"12140","A Sarin"
"12141","D Schad"
"12142","S Schwarz"
"12143","S Scicluna"
"12144","S Shaw"
"12145","P Sullivan"
"12146","J Skirzynski"
"12147","P Wasilewski"
"12148","K Snelling"
"12149","K Sommer"
"12150","J Perris"
"12151","D Zabelina"
"12152","L Fiorella"
"12153","R Similuk"
"12154","S Ibonie"
"12155","H Stuyck"
"12156","W Su"
"12157","M Wu"
"12158","P Chi"
"12159","H Feng"
"12160","T CHEN"
"12161","J Turner"
"12162","J Huff"
"12163","R Clements"
"12164","S Tabatabaeian"
"12165","C Holbrook"
"12166","A Tenenbaum"
"12167","N Tomlin"
"12168","E Pavlick"
"12169","R Hakche"
"12170","N Asai"
"12171","T Vajsbaher"
"12172","V Uslar"
"12173","D Weyhe"
"12174","H Bektas"
"12175","N Francis"
"12176","T Hout"
"12177","H Schraffenberger"
"12178","F Krauze"
"12179","T Vrantsidis"
"12180","S Segert"
"12181","C Westbury"
"12182","R Whittaker"
"12183","C Xu"
"12184","H Osana"
"12185","A Lafay"
"12186","Z Yan"
"12187","Z Xiang"
"12188","M Chodorow"
"12189","V Valian"
"12190","X Ma"
"12191","A Piperski"
"12192","H Zeng"
"12193","R Koster"
"12194","J Balaguer"
"12195","F Zunjani"
"12196","R Abelson"
"12197","R Wilensky"
"12198","R Fikes"
"12199","B Hayes-Roth"
"12200","N Quinn"
"12201","A Gilchrist"
"12202","I Rock"
"12203","G Hinton"
"12204","G Mandler"
"12205","W Lehnert"
"12206","C Lutz"
"12207","A Tversky"
"12208","D Centner"
"12209","J Larkin"
"12210","H Simo"
"12211","S Shwartz"
"12212","R Guindon"
"12213","M Kac"
"12214","J Gundel"
"12215","D Dahl"
"12216","H Hamburger"
"12217","S Grain"
"12218","M ridge"
"12219","T Brower"
"12220","J Wishart"
"12221","G Fischer"
"12222","H Boecker"
"12223","J Lachman"
"12224","R Lachman"
"12225","I Goldstein"
"12226","M Eisenstadt"
"12227","J Laubsch"
"12228","J Kahn"
"12229","L Friedman"
"12230","A Zimmer"
"12231","R Falmagne"
"12232","H Gladwin"
"12233","A Abratiamsen"
"12234","R Schank"
"12235","E Andreewsky"
"12236","A Andreewsky"
"12237","G Deloche"
"12238","D Bourcier"
"12239","M Zavalloni"
"12240","M Wiser"
"12241","R Browse"
"12242","J Hobbs"
"12243","M Agar"
"12244","R Granger"
"12245","J NA"
"12246","J Morris"
"12247","E ins"
"12248","A Farley"
"12249","D McCarty"
"12250","J Drosler"
"12251","A Isen"
"12252","G Nowicki"
"12253","N Dehn"
"12254","B Reiser"
"12255","M Eysenck"
"12256","M Dyer"
"12257","J Hendler"
"12258","E Charniak"
"12259","B Shannon"
"12260","B Baars"
"12261","R Hammersley"
"12262","A Newell"
"12263","B Adelson"
"12264","G Novak"
"12265","S Richmond"
"12266","M Lasher"
"12267","M Masson"
"12268","I Boehler"
"12269","G Carmi"
"12270","M Burstein"
"12271","D Nicholas"
"12272","G Hood"
"12273","J Galambos"
"12274","D Rumelhart"
"12275","D Norman"
"12276","R Michalski"
"12277","M Coombs"
"12278","V Eliashberg"
"12279","J Carbonell"
"12280","J Slack"
"12281","O Schattin"
"12282","H Dahl"
"12283","P vanHeerden"
"12284","E Loebner"
"12285","S Klein"
"12286","D Ross"
"12287","M Manasse"
"12288","J Danos"
"12289","M Bickford"
"12290","W Burt"
"12291","K Jensen"
"12292","L Resnick"
"12293","E Rissland"
"12294","O ridge"
"12295","E way"
"12296","J Pascual-Leone"
"12297","D Goodman"
"12298","D Hameluck"
"12299","L Theodor"
"12300","F Richer"
"12301","J Beatty"
"12302","G Strong"
"12303","B Whitehead"
"12304","J Kihlstrom"
"12305","J Kleer"
"12306","D McNeill"
"12307","G Lakoff"
"12308","P Greene"
"12309","C Boylls"
"12310","D Kramer"
"12311","M Selfridge"
"12312","R Cummins"
"12313","E Dietrich"
"12314","P Scott"
"12315","P Robertson"
"12316","D Dankel"
"12317","K Sprague"
"12318","D Waltz"
"12319","L Silver"
"12320","M Ringle"
"12321","N Paz"
"12322","J Nutter"
"12323","V Abbott"
"12324","H Brunner"
"12325","S Robertson"
"12326","J Heller"
"12327","F Reif"
"12328","F Tou"
"12329","T Malone"
"12330","J Martins"
"12331","D McKay"
"12332","R Mack"
"12333","Y Uesato"
"12334","B Britton"
"12335","A Tesser"
"12336","M Tomita"
"12337","W Brewer"
"12338","N Brown"
"12339","S Shevell"
"12340","M Fehling"
"12341","E Soloway"
"12342","J Lave"
"12343","E Scanlon"
"12344","T O'Shea"
"12345","B Ecanow"
"12346","H Kahney"
"12347","J Bonar"
"12348","E Solowoy"
"12349","S Grover"
"12350","E Hunt"
"12351","P Pixton"
"12352","M Luria"
"12353","V Areas"
"12354","C Riesbeck"
"12355","H Brownell"
"12356","D Michel"
"12357","J Powelson"
"12358","H Gardner"
"12359","D Stephens"
"12360","V Rosenthal"
"12361","E Adreewsky"
"12362","M Leyton"
"12363","Y Sayeki"
"12364","G Airenti"
"12365","M Bar-Hillel"
"12366","M Lucas"
"12367","J Orasanu"
"12368","R Reilly"
"12369","L Parsons"
"12370","J Psotka"
"12371","D Grudin"
"12372","M Gernsbacher"
"12373","H Goldsmith"
"12374","D Smith"
"12375","D Kurland"
"12376","J Levine"
"12377","M Boruta"
"12378","A Petitto"
"12379","J"
"12380","T Bower"
"12381","M Almeida"
"12382","J Holbrook"
"12383","V Zavarin"
"12384","G Dirlich"
"12385","C Freksa"
"12386","W Salter"
"12387","G Graham"
"12388","G Stephens"
"12389","T Sejnowski"
"12390","M Lansdale"
"12391","I Moar"
"12392","N Hamer"
"12393","B Woods"
"12394","E Gold"
"12395","F Winfield"
"12396","C Boyle"
"12397","R Farrell"
"12398","F Dretske"
"12399","B Gleitman"
"12400","H Thompson"
"12401","W Johnson"
"12402","T Givon"
"12403","W Kellogg"
"12404","P Yee"
"12405","L Friedrich"
"12406","R Tomlin"
"12407","R Glaser"
"12408","H Rubinson"
"12409","D Klopfer"
"12410","G Groen"
"12411","N Cohen"
"12412","P Rozin"
"12413","D Soloway"
"12414","B Colombetti"
"12415","D Hayes"
"12416","D Clement"
"12417","M Dijk"
"12418","M Frijda"
"12419","M Dorfman"
"12420","S Farnham-Diggory"
"12421","J Reiser"
"12422","J Shastri"
"12423","R McNulty"
"12424","J Eiselt"
"12425","G Hirst"
"12426","J Hutchins"
"12427","S Tanenhaus"
"12428","T Foss"
"12429","D"
"12430","D Bovair"
"12431","J Simpson"
"12432","R Walter"
"12433","A Millward"
"12434","J McKendree"
"12435","K Metz"
"12436","D Mitchell"
"12437","J Farrell"
"12438","A Rifkin"
"12439","M Smolensky"
"12440","R McKoon"
"12441","N Bower"
"12442","K Konerding"
"12443","B Frederiksen"
"12444","R Williams"
"12445","D Zipser"
"12446","J Zytkow"
"12447","P Simon"
"12448","P Kube"
"12449","M Sebrechts"
"12450","J Fragala"
"12451","M Farah"
"12452","B Pinette"
"12453","J Schlimmer"
"12454","Y Shoham"
"12455","T Dean"
"12456","M Lebowitz"
"12457","J Fain"
"12458","S Minton"
"12459","E Mueller"
"12460","D Kay"
"12461","S Kedar-Cabelli"
"12462","R Lawler"
"12463","O Selfridge"
"12464","U Zemik"
"12465","R Barr"
"12466","L Caplan"
"12467","B Selman"
"12468","S Alvarado"
"12469","S August"
"12470","H Blanchard"
"12471","P Cohen"
"12472","G Collins"
"12473","J Easterlin"
"12474","C Toupin"
"12475","G Vamos"
"12476","D Koizumi"
"12477","C Elofson"
"12478","D Kibler"
"12479","S McGuigan"
"12480","D McNulty"
"12481","J Desmond"
"12482","N Berthier"
"12483","D Blazis"
"12484","M Prietula"
"12485","F Marchak"
"12486","D Rose"
"12487","J Shavlik"
"12488","G DeJong"
"12489","K Sycara-Cyranski"
"12490","Y Tenney"
"12491","S Turner"
"12492","K Wender"
"12493","M Wagener"
"12494","K Widaman"
"12495","D Geary"
"12496","P Cormier"
"12497","T Little"
"12498","I Abrams"
"12499","W Harley"
"12500","L Tabor"
"12501","G Carpenter"
"12502","S Grossberg"
"12503","M Uyl"
"12504","C Rosenberg"
"12505","S Hudson"
"12506","G Bower"
"12507","J Schilmmer"
"12508","E Kehoe"
"12509","A Maida"
"12510","D Reisberg"
"12511","D Chambers"
"12512","K Leibovic"
"12513","R Rafal"
"12514","G Heit"
"12515","R Cullingford"
"12516","M Bienkowski"
"12517","K Salem"
"12518","I Pratt"
"12519","J Miyamoto"
"12520","E Dibble"
"12521","M Henrion"
"12522","G Joseph"
"12523","M Riel"
"12524","M Goeller"
"12525","V Shute"
"12526","R Rist"
"12527","B Lust"
"12528","B Grosz"
"12529","K Hammond"
"12530","M Leuzinger-Bohleber"
"12531","C Dolan"
"12532","R Collins"
"12533","D Touretzky"
"12534","T Iberall"
"12535","B Mel"
"12536","A Trehub"
"12537","A Pollatsek"
"12538","K Ammon"
"12539","Y Arens"
"12540","B Bolster"
"12541","J Honeyman"
"12542","V Gillis"
"12543","M Wilson"
"12544","A Craddock"
"12545","R Crawley"
"12546","M Dawson"
"12547","D Mazmanian"
"12548","W Roberts"
